pairID,predicted_label
7113652429.jpg#0r1e,0.0
4000148666.jpg#0r1c,0.0
4000148666.jpg#0r1n,1.0
4000148666.jpg#0r1e,2.0
4886223475.jpg#0r1n,1.0
4886223475.jpg#0r1c,2.0
4886223475.jpg#0r1e,1.0
3831031977.jpg#4r1e,1.0
3831031977.jpg#4r1n,0.0
3831031977.jpg#4r1c,2.0
2737409349.jpg#0r1c,1.0
2737409349.jpg#0r1n,2.0
2737409349.jpg#0r1e,2.0
3425071001.jpg#3r1c,0.0
3425071001.jpg#3r1n,0.0
3425071001.jpg#3r1e,0.0
3551170666.jpg#3r1n,1.0
3551170666.jpg#3r1e,1.0
3551170666.jpg#3r1c,1.0
4525101035.jpg#0r1c,1.0
4525101035.jpg#0r1n,0.0
4525101035.jpg#0r1e,1.0
4525101035.jpg#3r1n,0.0
4525101035.jpg#3r1c,1.0
4525101035.jpg#3r1e,1.0
4525101035.jpg#4r1n,0.0
4525101035.jpg#4r1e,1.0
4525101035.jpg#4r1c,0.0
2529226054.jpg#2r1n,1.0
2529226054.jpg#2r1e,1.0
2529226054.jpg#2r1c,2.0
2743046728.jpg#3r1e,0.0
2743046728.jpg#3r1c,1.0
2743046728.jpg#3r1n,1.0
4923272200.jpg#0r1e,1.0
4923272200.jpg#0r1n,0.0
4923272200.jpg#0r1c,1.0
3192645199.jpg#0r1e,1.0
3192645199.jpg#0r1c,0.0
3192645199.jpg#0r1n,1.0
2344969116.jpg#0r1c,2.0
2344969116.jpg#0r1n,1.0
2344969116.jpg#0r1e,2.0
3411022255.jpg#1r1c,0.0
3411022255.jpg#1r1e,2.0
3411022255.jpg#1r1n,2.0
2230885062.jpg#2r1e,1.0
2230885062.jpg#2r1n,1.0
2230885062.jpg#2r1c,2.0
1970275389.jpg#0r1n,0.0
1970275389.jpg#0r1c,1.0
1970275389.jpg#0r1e,2.0
4705275413.jpg#0r1e,2.0
4705275413.jpg#0r1n,0.0
4705275413.jpg#0r1c,2.0
4731413904.jpg#1r1e,0.0
4731413904.jpg#1r1n,2.0
4731413904.jpg#1r1c,1.0
4906946.jpg#1r1e,0.0
4906946.jpg#1r1n,2.0
4906946.jpg#1r1c,0.0
5716554915.jpg#0r1n,1.0
5716554915.jpg#0r1e,2.0
5716554915.jpg#0r1c,0.0
2412152032.jpg#1r1n,1.0
2412152032.jpg#1r1c,1.0
2412152032.jpg#1r1e,1.0
3324056835.jpg#0r1n,2.0
3324056835.jpg#0r1c,0.0
3324056835.jpg#0r1e,0.0
4477683613.jpg#1r1c,1.0
4477683613.jpg#1r1e,0.0
4477683613.jpg#1r1n,1.0
3693415584.jpg#2r1n,2.0
3693415584.jpg#2r1c,2.0
3693415584.jpg#2r1e,1.0
739944487.jpg#1r1c,0.0
739944487.jpg#1r1e,2.0
739944487.jpg#1r1n,1.0
3746285587.jpg#2r1n,2.0
3746285587.jpg#2r1e,1.0
3746285587.jpg#2r1c,1.0
3289817083.jpg#2r1c,2.0
3289817083.jpg#2r1e,1.0
3289817083.jpg#2r1n,1.0
4621091937.jpg#3r1e,1.0
4621091937.jpg#3r1c,1.0
4621091937.jpg#3r1n,1.0
3008370541.jpg#3r1e,0.0
3008370541.jpg#3r1n,0.0
3008370541.jpg#3r1c,2.0
3696184025.jpg#1r1e,0.0
3696184025.jpg#1r1n,0.0
3696184025.jpg#1r1c,1.0
2330536645.jpg#2r2n,2.0
2330536645.jpg#2r2e,0.0
2330536645.jpg#2r2c,1.0
2330536645.jpg#1r1c,2.0
2330536645.jpg#1r1e,1.0
2330536645.jpg#1r1n,1.0
209605542.jpg#0r1c,0.0
209605542.jpg#0r1e,1.0
209605542.jpg#0r1n,1.0
209605542.jpg#1r1e,1.0
209605542.jpg#1r1n,1.0
209605542.jpg#1r1c,1.0
3638783842.jpg#2r1e,0.0
3638783842.jpg#2r1n,1.0
3638783842.jpg#2r1c,2.0
4337751447.jpg#2r1e,2.0
4337751447.jpg#2r1n,1.0
4337751447.jpg#2r1c,1.0
8227381437.jpg#4r1e,0.0
8227381437.jpg#4r1c,1.0
8227381437.jpg#4r1n,2.0
3720932219.jpg#0r1n,1.0
3720932219.jpg#0r1e,2.0
3720932219.jpg#0r1c,0.0
3720932219.jpg#1r1e,1.0
3720932219.jpg#1r1n,1.0
3720932219.jpg#1r1c,0.0
2453990033.jpg#4r1n,2.0
2453990033.jpg#4r1c,0.0
2453990033.jpg#4r1e,1.0
3228341718.jpg#2r1e,0.0
3228341718.jpg#2r1c,0.0
3228341718.jpg#2r1n,2.0
42397423.jpg#2r1c,1.0
42397423.jpg#2r1e,1.0
42397423.jpg#2r1n,0.0
42397423.jpg#0r1c,2.0
42397423.jpg#0r1n,0.0
42397423.jpg#0r1e,2.0
4626556918.jpg#2r1e,1.0
4626556918.jpg#2r1c,0.0
4626556918.jpg#2r1n,1.0
7995263133.jpg#0r1c,2.0
7995263133.jpg#0r1n,1.0
7995263133.jpg#0r1e,0.0
759822302.jpg#2r1c,2.0
759822302.jpg#2r1e,0.0
759822302.jpg#2r1n,1.0
378336163.jpg#1r1e,2.0
378336163.jpg#1r1c,1.0
378336163.jpg#1r1n,1.0
2832453252.jpg#1r1n,1.0
2832453252.jpg#1r1e,0.0
2832453252.jpg#1r1c,0.0
2832453252.jpg#2r1e,2.0
2832453252.jpg#2r1c,2.0
2832453252.jpg#2r1n,0.0
4696008531.jpg#2r1c,1.0
4696008531.jpg#2r1e,2.0
4696008531.jpg#2r1n,1.0
3240570205.jpg#0r1n,0.0
3240570205.jpg#0r1c,1.0
3240570205.jpg#0r1e,0.0
2747436384.jpg#3r1n,1.0
2747436384.jpg#3r1e,2.0
2747436384.jpg#3r1c,1.0
2747436384.jpg#1r1e,0.0
2747436384.jpg#1r1c,0.0
2747436384.jpg#1r1n,2.0
6073765731.jpg#3r1n,2.0
6073765731.jpg#3r1e,1.0
6073765731.jpg#2r1c,2.0
6073765731.jpg#2r1e,0.0
6073765731.jpg#2r1n,2.0
4647462263.jpg#0r1n,1.0
4647462263.jpg#0r1c,0.0
4647462263.jpg#0r1e,2.0
6309331514.jpg#0r1e,1.0
6309331514.jpg#0r1c,1.0
6309331514.jpg#0r1n,1.0
3344526059.jpg#4r1n,2.0
3344526059.jpg#4r1c,0.0
3344526059.jpg#4r1e,2.0
6191516871.jpg#0r1e,2.0
6191516871.jpg#0r1c,1.0
6191516871.jpg#0r1n,0.0
2578003921.jpg#4r1n,0.0
2578003921.jpg#4r1c,0.0
2578003921.jpg#4r1e,0.0
2096686198.jpg#0r1n,0.0
2096686198.jpg#0r1e,1.0
2096686198.jpg#0r1c,0.0
3439087390.jpg#2r1n,0.0
3439087390.jpg#2r1e,1.0
3439087390.jpg#2r1c,2.0
3128856481.jpg#3r1n,1.0
3128856481.jpg#3r1e,0.0
3128856481.jpg#3r1c,1.0
4526977553.jpg#2r1c,0.0
4526977553.jpg#2r1e,1.0
4526977553.jpg#2r1n,0.0
2721954475.jpg#0r1n,1.0
2721954475.jpg#0r1c,2.0
2721954475.jpg#0r1e,0.0
3065082909.jpg#0r1n,1.0
3065082909.jpg#0r1e,0.0
3065082909.jpg#0r1c,2.0
2913965136.jpg#2r1e,2.0
2913965136.jpg#2r1n,0.0
2913965136.jpg#2r1c,1.0
4868221344.jpg#4r1e,2.0
4868221344.jpg#4r1c,1.0
4868221344.jpg#4r1n,2.0
4485090958.jpg#0r1n,0.0
4485090958.jpg#0r1c,0.0
4485090958.jpg#0r1e,1.0
4485090958.jpg#2r1c,2.0
4485090958.jpg#2r1e,1.0
4485090958.jpg#2r1n,0.0
4326517877.jpg#4r1c,0.0
4326517877.jpg#4r1n,1.0
4326517877.jpg#4r1e,0.0
3881645432.jpg#0r1n,1.0
3881645432.jpg#0r1e,0.0
3881645432.jpg#0r1c,2.0
5221111799.jpg#1r1n,0.0
5221111799.jpg#1r1e,2.0
5221111799.jpg#1r1c,1.0
6218407324.jpg#1r1e,2.0
6218407324.jpg#1r1c,0.0
6218407324.jpg#1r1n,1.0
2407214681.jpg#2r1e,1.0
2407214681.jpg#2r1n,0.0
2407214681.jpg#2r1c,2.0
2407214681.jpg#1r1n,1.0
2407214681.jpg#1r1e,2.0
2407214681.jpg#1r1c,2.0
2581066814.jpg#4r1e,2.0
2581066814.jpg#4r1c,1.0
2581066814.jpg#4r1n,1.0
4958466857.jpg#0r1e,2.0
4958466857.jpg#0r1c,2.0
4958466857.jpg#0r1n,2.0
4958466857.jpg#1r1n,0.0
4958466857.jpg#1r1e,1.0
4958466857.jpg#2r1e,2.0
4958466857.jpg#2r1c,0.0
4958466857.jpg#2r1n,2.0
93447586.jpg#4r1n,0.0
93447586.jpg#4r1c,1.0
93447586.jpg#4r1e,2.0
3262801036.jpg#1r1e,1.0
3262801036.jpg#1r1n,1.0
3262801036.jpg#1r1c,1.0
3056595980.jpg#2r1n,0.0
3056595980.jpg#2r1c,0.0
3056595980.jpg#2r1e,1.0
3678098428.jpg#3r1n,1.0
3678098428.jpg#3r1c,0.0
3678098428.jpg#3r1e,2.0
3610460852.jpg#0r1e,0.0
3610460852.jpg#0r1n,0.0
3610460852.jpg#0r1c,2.0
3329289652.jpg#3r1e,1.0
3329289652.jpg#3r1n,0.0
3329289652.jpg#3r1c,0.0
4815043888.jpg#3r1n,1.0
4815043888.jpg#3r1c,2.0
4815043888.jpg#3r1e,2.0
5199580790.jpg#2r1n,0.0
5199580790.jpg#2r1e,1.0
5199580790.jpg#2r1c,2.0
539493423.jpg#4r1c,0.0
539493423.jpg#4r1e,2.0
539493423.jpg#4r1n,2.0
3610836768.jpg#4r1n,1.0
3610836768.jpg#4r1c,0.0
3610836768.jpg#4r1e,0.0
4716175317.jpg#0r1n,1.0
4716175317.jpg#0r1c,0.0
4716175317.jpg#0r1e,1.0
2503091968.jpg#0r1n,0.0
2503091968.jpg#0r1e,1.0
2503091968.jpg#0r1c,1.0
481355454.jpg#1r1c,1.0
481355454.jpg#1r1e,0.0
481355454.jpg#1r1n,0.0
2142631327.jpg#0r1n,1.0
2142631327.jpg#0r1c,2.0
2142631327.jpg#0r1e,1.0
4479482872.jpg#0r1n,0.0
4479482872.jpg#0r1e,1.0
4479482872.jpg#0r1c,2.0
209088143.jpg#3r1c,0.0
209088143.jpg#3r1e,1.0
209088143.jpg#3r1n,1.0
2652311904.jpg#1r1e,2.0
2652311904.jpg#1r1c,1.0
2652311904.jpg#1r1n,2.0
6757018587.jpg#0r1n,1.0
6757018587.jpg#0r1c,0.0
6757018587.jpg#0r1e,0.0
6651302933.jpg#3r1e,0.0
6651302933.jpg#3r1n,0.0
6651302933.jpg#3r1c,1.0
7024547367.jpg#3r1e,1.0
7024547367.jpg#3r1n,0.0
7024547367.jpg#3r1c,2.0
4589050600.jpg#3r1n,0.0
4589050600.jpg#3r1e,1.0
4589050600.jpg#3r1c,0.0
7981322255.jpg#2r1n,0.0
7981322255.jpg#2r1e,2.0
7981322255.jpg#2r1c,0.0
295344517.jpg#4r1n,1.0
295344517.jpg#4r1c,0.0
295344517.jpg#4r1e,2.0
7206615914.jpg#2r1e,1.0
7206615914.jpg#2r1c,0.0
4692456296.jpg#2r1n,2.0
4692456296.jpg#2r1c,1.0
4692456296.jpg#2r1e,0.0
3720210639.jpg#4r1n,2.0
3720210639.jpg#4r1c,0.0
3720210639.jpg#4r1e,1.0
3462454965.jpg#4r1e,0.0
3462454965.jpg#4r1c,2.0
3462454965.jpg#4r1n,0.0
435966316.jpg#1r1e,1.0
435966316.jpg#1r1n,1.0
435966316.jpg#1r1c,1.0
3344175369.jpg#0r1n,0.0
3344175369.jpg#0r1e,1.0
3344175369.jpg#0r1c,0.0
4643839937.jpg#3r1n,1.0
4643839937.jpg#3r1c,1.0
4643839937.jpg#3r1e,1.0
6320815265.jpg#0r1n,1.0
6320815265.jpg#0r1e,0.0
6320815265.jpg#0r1c,2.0
3455431229.jpg#4r1e,1.0
3455431229.jpg#4r1n,2.0
2373018323.jpg#1r1e,1.0
2373018323.jpg#1r1n,0.0
2373018323.jpg#1r1c,2.0
1814086703.jpg#3r1e,1.0
1814086703.jpg#3r1c,0.0
1814086703.jpg#3r1n,2.0
4814763982.jpg#3r1e,2.0
4814763982.jpg#3r1c,1.0
4814763982.jpg#3r1n,0.0
611301340.jpg#1r1e,1.0
611301340.jpg#1r1c,1.0
611301340.jpg#1r1n,1.0
3414867566.jpg#4r1e,1.0
3414867566.jpg#4r1c,0.0
3414867566.jpg#4r1n,2.0
2311616095.jpg#1r1n,2.0
2311616095.jpg#1r1e,1.0
2311616095.jpg#1r1c,1.0
2954291559.jpg#2r1e,0.0
2954291559.jpg#2r1c,2.0
2954291559.jpg#2r1n,0.0
4704668708.jpg#0r1e,0.0
4704668708.jpg#0r1c,0.0
4704668708.jpg#0r1n,2.0
2249141510.jpg#2r1n,1.0
2249141510.jpg#2r1e,2.0
2249141510.jpg#2r1c,0.0
3549277110.jpg#3r1n,0.0
3549277110.jpg#3r1c,2.0
3549277110.jpg#3r1e,2.0
5226870137.jpg#0r1c,2.0
5226870137.jpg#0r1e,1.0
5226870137.jpg#0r1n,2.0
74706256.jpg#0r1e,2.0
74706256.jpg#0r1n,0.0
74706256.jpg#0r1c,1.0
2149434880.jpg#0r1c,2.0
2149434880.jpg#0r1n,1.0
2149434880.jpg#0r1e,1.0
3446484702.jpg#0r1n,2.0
3446484702.jpg#0r1e,0.0
524105255.jpg#2r1n,1.0
524105255.jpg#2r1e,2.0
524105255.jpg#2r1c,0.0
4591228112.jpg#3r1c,0.0
4591228112.jpg#3r1n,1.0
4591228112.jpg#3r1e,0.0
6966309732.jpg#1r1e,0.0
